DSM,DARASURAM,1,"KUMBAKONAM PATTEESWARAM ROAD, DARASURAM,TAMIL NADU"
SWI,SWAMIMALAI,1,"NATIONAL HIGHWAY 45C, SWAMIMALAI,TAMIL NADU"
SPL,SUNDARAPERUMAL KOVIL,2,"THANJAVUR,TAMIL NADU"
PDV,PANDARAVADAI,2,"PANDARAVADAI, RAJAGIRI,TAMIL NADU"
AZP,AYYAMPET,1,"RAILWAY STATION ROAD, AYYAMPET,TAMIL NADU"
PVL,PASUPATIKOVIL,1,"SOLAMANGALAM RD, AYYAMPET,TAMIL NADU"
TRM,TIRUNAGESVARAM,1,"MURUKKANGUDI-AMMANGUDI-VILANGUDI RD, AYYAVADI,TAMIL NADU"
TDR,TIRUVIDAIMARUTHUR,1,"THIRUVIDAIMARUTHUR,TAMIL NADU"
NPT,NARASINGAMPET,1,"STATE HIGHWAY 64, THIRUVAVADUTHURAI,PIN 609802,TAMIL NADU"
MY,MALLIYAM,2,"STATE HIGHWAY 64,PIN 609806,TAMIL NADU"
RKY,KOTHARIYA,1,"STATE HIGHWAY 122,GUJARAT"
RBR,RIBADA,2,"STATE HIGHWAY 233,GUJARAT"
SE,SEMLA,1,"HADAMTALA ROAD, GONDAL,GUJARAT"
GTT,GOMTA,1,"GOMTA,GUJARAT"
CKE,CHOKI SORATH,1,"NATIONAL HIGHWAY 8D,GUJARAT"
VAL,VADAL,2,"NATIONAL HIGHWAY 8D, VADAL,GUJARAT"
LAL,LUSHALA,1,"STATE HIGHWAY 99,GUJARAT"
BDDR,BADODAR,1,"NATIONAL HIGHWAY 8D,GUJARAT"
ADE,ADARI ROAD,1,"KADUKADA TO RAILWAY FATAK,GUJARAT"
KODR,KODINAR,2,"NH 8E, KODINAR,GUJARAT"
GTWD,GHATWAD,2,"JUNAGADH,GUJARAT"
SDHR,SANDHANIDHAR,2,"JUNAGADH,GUJARAT"
PCC,PRACHI ROAD JUNCTION,2,"JAMBUR,GUJARAT"
TAV,TALALA JUNCTION,2,"JUNAGADH,GUJARAT"
LAT,LATHI,2,"AMRELI GAURAV PATH, LATHI,GUJARAT"
KJV,KHIJADIYA JUNCTION,2,"AMRELI,GUJARAT"
AE,AMRELI,1,"GIDC, AMRELI,GUJARAT"
AEP,AMRELI PARA,2,"AMRELI,GUJARAT"
CLC,CHALALA,2,"SH 33, CHALALA,GUJARAT"
DARI,DHARI JUNCTION,2,"SH 104, DHARI,GUJARAT"
BADR,BHADER,2,"AMRELI,GUJARAT"
JTV,JETALVAD,2,"JUNAGADH,GUJARAT"
VSW,VISAVADAR JUNCTION,2,"STATE HIGHWAY 111, VISAVADAR,GUJARAT"
STDR,SATADHAR,2,"JUNAGADH,GUJARAT"
KANS,KANSIYA NES,2,"STATE HIGHWAY 111,GUJARAT"
SASG,SASAN GIR,1,"SH 111,GUJARAT"
CTRD,CHITRAWAD,2,"CHITRAVAD AND BORVAV RAILWAY STATION,GUJARAT"
SVB,SAVNI,2,"STATE HIGHWAY 26, MALJINJAVA,GUJARAT"
SHH,SHAPUR JUNCTION,1,"VANTHALI-SHAPUR(SORATH) RD,GUJARAT"
BNTH,BANDHNATH,1,"SHAPUR-DHANFULIYA RD, SHAPUR,GUJARAT"
DVA,DELVADA,2,"STATE HIGHWAY 98, DELVADA,GUJARAT"
UNA,UNA,2,"NH 8E, UNA,GUJARAT"
GEG,GIR GADHARA,2,"JUNAGADH,GUJARAT"
JVL,JAMWALA,2,"JUNAGADH,GUJARAT"
VLDR,VALADAR,2,"JUNAGADH,GUJARAT"
GRHM,GIR HADMATIYA,2,"JAMBUR,GUJARAT"
JBB,JAMBUR,2,"STATE HIGHWAY 98, JAMBUR,GUJARAT"
JRKN,JORKIAN,2,"HANUMANGARH,RAJASTHAN"
HLW,HIRNAWALI,2,"HIRNAWALI,RAJASTHAN"
DPK,DHOLIPAL,2,"STATE HIGHWAY 7A, DHOLIPAL, DIST:- HANUMANGARH,RAJASTHAN"
BUGL,BUGLANWALI,2,"HANUMANGARH,RAJASTHAN"
BDSW,BUDHSINGHWALA,2,"HANUMANGARH,RAJASTHAN"
FSW,FATEH SINGHWALA,2,"SRI GANGANAGAR,RAJASTHAN"
BWC,BANWALI,2,"SRI GANGANAGAR,RAJASTHAN"
PRUR,PRITHWIRAJPUR,2,"STATE HIGHWAY 7B,RAJASTHAN"
KESR,KESRI SINGHPUR,2,"KESRISINGHPUR RAILWAY STATION, KESRISINGHPUR,RAJASTHAN"
DPT,DALPAT SINGHPUR,2,"DALPAT SINGHPUR RAILWAY STATION, 26 H,RAJASTHAN"
SRW,SHRI KARANPUR,2,"STATE HIGHWAY 7B,RAJASTHAN"
ZPR,ZORAWAR PURA HALT,1,"ZORAWAR PURA,RAJASTHAN"
GJS,GAJSINGHPUR,1,"STATE HIGHWAY 3,RAJASTHAN"
RSNR,RAI SINGH NAGAR,2,"STATE HIGHWAY 3, RAISINGHNAGAR,RAJASTHAN"
MNGR,MOHAN NAGAR,1,"MOHAN NAGAR RAILWAY STATION, 12 TK,RAJASTHAN"
MSWA,MASANIWALA,2,"UNNAMED ROAD, 21/23 NP,RAJASTHAN"
BUGY,BUGIA HALT,2,"HARIPURA ROAD, SRI VIJAYNAGAR,RAJASTHAN"
JES,JAITSAR,2,"JAITSAR RAILWAY STATION, BUGIAN,RAJASTHAN"
SRPR,SARUPSAR JUNCTION,2,"MDR 103, 7 GB-A,RAJASTHAN"
SRZ,SARDARGARH,1,"VIJAYNAGAR SURATGARH RD,RAJASTHAN"
SHWL,SAHUWALA,1,"SRI GANGANAGAR,RAJASTHAN"
BNSR,BHAGWAN SAR,3,"BHAGWAN SAR,RAJASTHAN"
BWX,BAHMAN DIWANA,1,"BEHMAN RD, BEHMAN DIWANA,PUNJAB"
BHX,BULLUANA,1,"BALLUANA RAILWAY STATION, CHUGHE KALAN RD, BALLUANA,PUNJAB"
PKK,PAKKI,2,"NATIONAL HIGHWAY 15,PUNJAB"
PJK,PANJ KOSI,2,"DIWAN KHERA,RAJASTHAN"
KTPK,KOTHA PAKKI,2,"NATIONAL HIGHWAY 15,RAJASTHAN"
HMK,HINDUMALKOTE,1,"NATIONAL HIGHWAY 15,RAJASTHAN"
FTH,FATUHI,2,"NATIONAL HIGHWAY 15,RAJASTHAN"
DQV,DAULA KOT BHAI,2,"NATIONAL HIGHWAY 15,PUNJAB"
BFE,BAHAWAL BASI,2,"NATIONAL HIGHWAY 15,PUNJAB"
KLWL,KILANWALI PUNJAB,1,"NATIONAL HIGHWAY 15,PUNJAB"
BKWA,BAKAYANWALA,2,"DIWAN KHERA,RAJASTHAN"
ORKI,ORKI,2,"NATIONAL HIGHWAY 15,RAJASTHAN"
MOPR,MOHANPURA,1,"NATIONAL HIGHWAY 15,RAJASTHAN"
OTR,MOTURU,2,"P.P.ROAD, COASTAL ANDHRA REGION,ANDHRA PRADESH"
GUK,GUNTAKONDURU,2,"P.P.ROAD,ANDHRA PRADESH"
PSLP,PASALAPUDI,2,"RUDRAPAKA RD, PUTLACHERUVU,ANDHRA PRADESH"
PCU,PUTLACHERUVU,2,"PUTLACHERUVU RD, PUTLACHERUVU,ANDHRA PRADESH"
PLVA,PALLEVADA,2,"P.P.ROAD, COASTAL ANDHRA REGION, PALLEVADA,ANDHRA PRADESH"
UNDI,UNDI,2,"WEST GODAVARI,ANDHRA PRADESH"
MVP,MOKHASA KALAVAPUDI,2,"RUDRAPAKA RD, PUTLACHERUVU,ANDHRA PRADESH"
CKV,CHERUKUVADA,1,"P.P.ROAD, COASTAL ANDHRA REGION, CHERUKAWADA,ANDHRA PRADESH"
SVDC,SIVADEVUNICHIKKALA,2,"PANCHAYATI ROAD, BALLIPADU,ANDHRA PRADESH"
MCLE,MANCHILI,2,"ATTILI TO NARASAPURAM VIA MARTERU, COASTAL ANDHRA REGION,ANDHRA PRADESH"
STVA,SATYAVADA,2,"VELIVENNU RD, COASTAL ANDHRA REGION,ANDHRA PRADESH"
VPU,VELPURU,2,"VELUPURU,ANDHRA PRADESH"
RLG,RELANGI,2,"MARKET ST, COASTAL ANDHRA REGION, RELANGI,ANDHRA PRADESH"
AVLI,ARAVALLI,2,"WEST GODAVARI,ANDHRA PRADESH"
LKSH,LAKSHMINARAYANAPURAM,2,"L NARAYANAPURAM,ANDHRA PRADESH"
VND,VENDRA,2,"MOGOLLU RD,ANDHRA PRADESH"
JET,JAMES STREET,2,"MINISTERS RD, SECUNDERABAD,TELANGANA"
SMU,SAMBHU,2,"NH-1,PUNJAB"
SBJ,SARAI BANJARA,2,"SARAI BANJARA, FATEHGARH SAHIB,PUNJAB"
SDY,SADHOO GARH,2,"SADHUGARH, FATEHGARH SAHIB,PUNJAB"
NGWN,NOGANWAN,2,"FATEHGARH SAHIB,PUNJAB"
MNPR,MIANPUR,2,"MIANPUR,PUNJAB"
BARJ,BHARATGARH,2,"NATIONAL HIGHWAY 21,PUNJAB"
GADM,GANGA DHAM,1,"GANGA DHAM,UTTAR PRADESH"
BEU,BISHESHWARGANJ,1,"BISHESHWARGANJ,UTTAR PRADESH"
CLW,CHILWARIYA,1,"BAHRAICH,UTTAR PRADESH"
MT,MATERA,1,"BAHRAICH,UTTAR PRADESH"
BBJ,BABAGANJ,1,"NATIONAL HIGHWAY 28C, BABAGANJ,UTTAR PRADESH"
NPR,NEPALGANJ ROAD,1,"RUPAIDIHA, DIST. BAHARAICH,UTTAR PRADESH"
RBJ,RAIBOJHA,1,"STATE HIGHWAY 26,UTTAR PRADESH"
KARH,KAKRAHA REST HOUSE,1,"STATE HIGHWAY 26,UTTAR PRADESH"
MUH,MURTHIHA,1,"STATE HIGHWAY 26,UTTAR PRADESH"
NSA,NISHANGARA,1,"UTTAR PRADESH,UTTAR PRADESH"
MJPB,MANJHRA PURAB,1,"MANJHRA PURAB,UTTAR PRADESH"
BHM,BAHRAM,2,"PHAGWARA - MOHALI EXPY, BEHRAM,PUNJAB"
DDW,DUDHWA,1,"DUDWA,UTTAR PRADESH"
RNIR,RAJNARAINPUR,1,"STATE HIGHWAY 90,UTTAR PRADESH"
KYBR,KHAIRATIYA BANDH ROAD,1,"KHAIRATIYA,UTTAR PRADESH"
SOI,SONARIPUR,1,"MDR 6C,UTTAR PRADESH"
NUH,NAUGARH,3,"STATE HIGHWAY 1A, NAUGARH,UTTAR PRADESH"
NRN,SINGHIYAGHAT,1,"NH 55, SINGHIA BUZURG, DISTT SAMASTIPUR, 848236,BIHAR"
DMH,DAURAM MADHEPURA,2,"NH 107, MAHESHKHUNT-MADHEPURA-PURNIA RD, MADHEPURA, 852113,BIHAR"
MRIJ,MURLIGANJ,2,"NATIONAL HIGHWAY 107, MURLIGANJ,BIHAR"
JNKR,JANAKINAGAR,2,"NATIONAL HIGHWAY 107,PURNIA,BIHAR"
BNKI,BANMANKHI JUNCTION,3,"BANMANKHI RAILWAY STATION, BANMANKHI,BIHAR"
BGDS,BHAGWANPUR DESU,1,"SAMASTIPUR,BIHAR"
ARG,ANGAR GHAT,2,"NH 55, STATION ROAD, ANGAAR GHAT, 848236,BIHAR"
NWC,NAYA NAGAR,1,"STATION RD, NAYANAGAR, SAMASTIPUR,BIHAR"
DSKG,DSKS NAGAR GARHPURA,2,"GARHPURA, BEGUSARAI,BIHAR"
BYP,BAIJNATHPUR,1,"STATE HIGHWAY 59, BAIJNATHPUR, DIST - SAHARSA, 852219,BIHAR"
BDMA,BUDHMA,2,"BADI POOL ROAD, BUDHMA,BIHAR"
SOU,SUPAUL,2,"SH 66, SUPAUL,BIHAR"
BCM,BURANPUDI,2,"SUPAUL,BIHAR"
GEB,GARH BARUARI,1,"GARH BARUARI,BIHAR"
PGC,PANCHGACHIA,1,"STATION RD,BIHAR"
SHKY,SAHARSA KUTCHERY HALT,1,"KOSHI PROJECT ROAD,NEAR REGISTRY OFFICE SAHARSA,BIHAR"
UGNA,UGNA HALT,2,"UGNA HALT,BIHAR"
LLPR,LALIT LAKSHMIPUR,2,"DOKAHAR RD, MADHUBANI,BIHAR"
KRHA,KORAHIA,2,"KORAHIA,BIHAR"
NMA,NIRMALI,1,"SUPAUL,BIHAR"
GGH,GHOGARDIHA,2,"GHOGHARDIHA,BIHAR"
CKNA,CHIKNA,2,"CHIKNA STATION,BIHAR"
TMA,TAMURIA,2,"TAMURIA,BIHAR"
JJP,JHANJHARPUR,1,"NH57,MADHUBANI,BIHAR"
LNO,LOHNA ROAD,2,"NATIONAL HIGHWAY 57, NARUAR,BIHAR"
MGI,MANIGACHI,2,"MANIGACHI, DARBHANGA,BIHAR"
BSAE,BANSH BARIA,3,"RAJENDRA JHA LN, BANSBERIA , DIST HOOGHLY,WEST BENGAL"
TBAE,TRIBENI,4,"TRIBENI STATION RD, TRIBENI , DIST HOOGHLY,WEST BENGAL"
KJU,KUNTIGHAT,2,"TRIBENI - KUNTIGHAT ROAD, RAGHUNATHPUR, DIST - HOOGHLY 712147,WEST BENGAL"
DMLE,DUMURDAHA,2,"DUMURDAHA RAILWAY STATION, STATE HIGHWAY 6, DUMURDAHADHAM , DIST HOOGHLY , PIN 712147,WEST BENGAL"
KMAE,KHAMARGACHHI,4,"KHAMARGACHI RAILWAY STATION, KHAMARGACHI , DIST HOOGHLY PIN 712515,WEST BENGAL"
JIT,JIRAT,3,"JIRAT RAILWAY STATION , STATE HIGHWAY 6, BLOCK - BALAGARH , DIST- HOOGHLY , PIN 712501,WEST BENGAL"
BGAE,BALAGARH,2,"STATION ROAD, NEAR BALAGARH POLICE STATION, SOUTH CHANDRA, DIST - HOOGHLY 712514,WEST BENGAL"
SOAE,SOMRA BAZAR,2,"SOMRA BAZAR , STATE HIGHWAY 6 , DIST HOOGHLY , PIN 712501,WEST BENGAL"
BHLA,BEHULA,2,"KALNA ROAD , BEHULA , DIST - HOOGHLY,WEST BENGAL"
GPAE,GUPTIPARA,4,"GUPTIPARA STATION, SATAPATI, KALNA-I ROAD, DIST - HOOGHLY 712512,WEST BENGAL"
BGRA,BAGHNAPARA,2,"BAGHNAPARA RAILWAY STATION, KALNA-MEMARI RD , DIST BARDHAMAN, PIN 713501,WEST BENGAL"
DTAE,DHATRIGRAM,4,"DHATRIGRAM RAILWAY STATION, DHATRIGRAM , DIST- BARDHAMAN, PIN 713405,WEST BENGAL"
SMAE,SAMUDRA GARH,2,"SAMUDRAGARH RAILWAY STATION, SAMUDRAGARH , DIST - BARDHAMAN,WEST BENGAL"
TRE,TIKRI,1,"STATE HIGHWAY 9,GONDA,UTTAR PRADESH"
NGB,NAWABGANJ GONDA,1,"SH 30,NAWABGANJ GONDA,UTTAR PRADESH"
KFK,KATKA,2,"MIRZAPUR,UTTAR PRADESH"
THW,THARWAI,1,"BHADAURA RD, THARWAI, DISTRICT - ALLAHABAD 221507,UTTAR PRADESH"
JUA,JARAUNA,2,"ALAMGANJ-GOPIPUR RD, ALAMGANJ,UTTAR PRADESH"
BSY,BARSATHI,1,"STATE HIGHWAY 36 SARSARA KHAS, 222162,UTTAR PRADESH"
VNN,BHANAUR,2,"STATE HIGHWAY 36,UTTAR PRADESH"
WRGN,WARIGAON NEWADA,1,"CHAK DOST BARIGAON,UTTAR PRADESH"
SPPR,SHUDNIPUR,1,"STATE HIGHWAY 5 MANJHANPUR, 222161,UTTAR PRADESH"
SAF,SALKHAPUR,1,"KATHIRAVAN PARAMALPATTI RD,UTTAR PRADESH"
KJTW,KAJGAON TERHWAN,1,"KAJGAON,UTTAR PRADESH"
PKX,PAKHRULI,2,"PAKHRAULI RAILWAY, STATION ROAD, SAHUPUR,UTTAR PRADESH"
BDIN,BHADAIYAN,1,"NATIONAL HIGHWAY 56, BHADAIYA,UTTAR PRADESH"
MWP,MAHRANI PACHHIM,1,"NATIONAL HIGHWAY 56,UTTAR PRADESH"
SVZ,SARAI HARKHU,1,"NATIONAL HIGHWAY 56,UTTAR PRADESH"
BKSA,BAKHSHA,1,"BAKHSHA - BHIWARAHA ROAD, BAKSHA,UTTAR PRADESH"
SHAN,SRINIVASA NAGAR,1,"NATIONAL HIGHWAY 7, RAMANTHAPUR, MEDAK DIST.,TELANGANA"
UPW,UPPALAVAI,1,"UPPALWAI MAIN RD, NIZAMABAD DIST.,TELANGANA"
SCP,SIRNAPALLI,1,"SIRNAPALLI, NIZAMABAD DIST.,TELANGANA"
IDL,INDALVAI,1,"NATIONAL HIGHWAY 7, INDALVAI, NIZAMABAD DIST.,TELANGANA"
DHP,DICHPALLI,1,"NATIONAL HIGHWAY 7, DICHPALLI, NIZAMABAD DIST.,TELANGANA"
YDP,YEDAPALLI,1,"MOSRA, NIZAMABAD DIST.,TELANGANA"
SKNR,SHAKAR NAGAR,1,"BELLAL RD, NIZAMABAD DIST.,TELANGANA"
BDHN,BODHAN,1,"BELLAL RD, BODHAN, NIZAMABAD DIST.,TELANGANA"
SQE,SAMARALA HALT,1,"DHARMABAD,MAHARASHTRA"
FKB,FAKRABAD,1,"NIZAMABAD-BASAR ROAD, NIZAMABAD DIST.,TELANGANA"
VAR,VIDYA NAGAR,2,"OSMANIA UNIVERSITY RD, VIDYA NAGAR, HYDERABAD,TELANGANA"
JOO,JAMAI OSMANIA,2,"OSMANIA UNIVERSITY MAIN RD, VIDYA NAGAR, HYDERABAD,TELANGANA"
ATC,ARTS COLLEGE,2,"OSMANIA UNIVERSITY, HYDERABAD,TELANGANA"
GOPL,GUNDLAPOCHAMPALLI,1,"RANGAREDDY DIST.,TELANGANA"
BMBE,BIMBARI,1,"BHOKAR,MAHARASHTRA"
HDGR,HADGAON ROAD,2,"NANDED,MAHARASHTRA"
JXN,JIRONA,1,"NANDED,MAHARASHTRA"
DHNR,DHANORA DECCAN,1,"STATE HIGHWAY 232, KINWAT,MAHARASHTRA"
ABX,AMBARI,2,"STATE HIGHWAY 232, KINWAT,MAHARASHTRA"
KSAE,KOSAI,1,"STATE HIGHWAY 232, TALMADUGU MANDAL, ADILABAD DIST.,TELANGANA"
UMM,UMRAM,1,"NATIONAL HIGHWAY 7, SITAGONDI, ADILABAD DIST,TELANGANA"
MHMB,MAHIMBA,1,"NANDED,MAHARASHTRA"
SVW,SHIVNI SHIVAPUR,2,"AKOLA NH 6 NEW BYPASS AKOLA, MAHARASHTRA 444104,MAHARASHTRA"
BSQ,BARSI TAKLI,1,"SH197,OPP S.T STAND, BARSHITAKLI, DIST. AKOLA,MAHARASHTRA"
LHD,LOHOGAD,2,"AKOLA,MAHARASHTRA"
AMW,AMANWADI,2,"WASHIM,MAHARASHTRA"
JUK,JAULKA,2,"WASHIM,MAHARASHTRA"
KXX,KATA ROAD,2,"WASHIM,MAHARASHTRA"
WHM,WASHIM,3,"STATE HIGHWAY 204, WASHIM,MAHARASHTRA"
KKG,KEKATUMAR,1,"WASHIM,MAHARASHTRA"
PGG,PENGANGA,1,"WASHIM,MAHARASHTRA"
KNRG,KANHARGAON NAKA,1,"DIST. HINGOLI,MAHARASHTRA"
MLSU,MALSAILU,1,"HINGOLI,MAHARASHTRA"
NVLN,NAWALGOHAN,1,"HINGOLI,MAHARASHTRA"
HNL,HINGOLI DECCAN,2,"SAWARKAR NAGAR, HINGOLI-431513,MAHARASHTRA"
DNE,DHAMNI,1,"HINGOLI,MAHARASHTRA"
NDPR,NANDAPUR,1,"HINGOLI,MAHARASHTRA"
BLC,BOLDA,1,"RAILWAY STATION ROAD, YELEGAON G, MAHARASHTRA, INDIA,MAHARASHTRA"
SIF,SIRLI,1,"PARBHANI,MAHARASHTRA"
CWI,CHONDI,1,"PARBHANI,MAHARASHTRA"
BMF,BASMAT,2,"MAIN RD, BASMATH,MAHARASHTRA"
MRV,MARSUL,2,"PURNA,MAHARASHTRA"
KMRD,KALAMB ROAD,1,"STATE HIGHWAY 77, TADWALE,MAHARASHTRA"
DKY,DHOKI,1,"VAKURE GALLI RD, DHOKI TOWN,MAHARASHTRA"
TER,THAIR,1,"STATE HIGHWAY 77,MAHARASHTRA"
PCP,PALSAP,1,"STATE HIGHWAY 77,MAHARASHTRA"
MRX,MURUD,1,"STATE HIGHWAY 162,LATUR,MAHARASHTRA"
HGL,HARANGUL,1,"STATE HIGHWAY 77,MAHARASHTRA"
MRTY,MURTI,1,"STATE HIGHWAY 169,MAHARASHTRA"
BNVD,BHANVAD,2,"STATE HIGHWAY 126, BHANVAD,GUJARAT"
RNBD,RANA BORDI,2,"TO RAILWAY STATION, SUKHPUR,GUJARAT"
HM,HADMATIYA,2,"HADMATIYA JUNCTION RAILWAY STATION,GUJARAT"
LKBL,LAKHABAWAL,2,"JAMNAGAR,GUJARAT"
PPLI,PIPLI,2,"JAMNAGAR,GUJARAT"
KGFR,KATHGHAR RIGHT BANK,1,"GULAB BADI RD, MORADABAD,UTTAR PRADESH"
GOT,GOT,2,"MDR 65W,UTTAR PRADESH"
SEW,SEHAL,1,"MDR 65W,UTTAR PRADESH"
JLQ,JALPUR,1,"MDR 65W,UTTAR PRADESH"
PAQ,PADIYA NAGLA,1,"NATIONAL HIGHWAY 74,UTTARAKHAND"
VNRD,VANI ROAD,2,"STATE HIGHWAY 17,GUJARAT"
KHRS,KHARESHWAR ROAD,2,"STATE HIGHWAY 7,GUJARAT"
SR,SABLI ROAD,2,"STATE HIGHWAY 17,GUJARAT"
LPR,LILAPUR ROAD,2,"STATE HIGHWAY 17,GUJARAT"
BLRD,BALA ROAD,2,"STATE HIGHWAY 19,GUJARAT"
CJR,CHAMARAJ,2,"STATE HIGHWAY 17,GUJARAT"
DXR,DIGSAR,2,"STATE HIGHWAY 17,GUJARAT"
RA,RAMPARDA,2,"SURENDRANAGAR,GUJARAT"
VD,VAGDIYA,2,"STATE HIGHWAY 113,GUJARAT"
LMC,LAKHAMANCHI,2,"STATE HIGHWAY 113,GUJARAT"
LXR,LUNSERIYA,2,"STATE HIGHWAY 113,GUJARAT"
AXA,AMARSAR,1,"RAJKOT,GUJARAT"
KNKT,KANAKOT,2,"STATE HIGHWAY 113,GUJARAT"
KHC,KHORANA,2,"STATE HIGHWAY 113,GUJARAT"
BLWR,BILESHWAR,2,"RAJKOT,GUJARAT"
KHDI,KHANDERI,2,"RAJKOT,GUJARAT"
CX,CHANOL,2,"STATE HIGHWAY 25,GUJARAT"
MDPR,MODPUR,2,"KHAMBHALIA-LALPUR,GUJARAT"
SYQ,SINHAN,2,"SH 6,GUJARAT"
BHTL,BHATEL,2,"JAMNAGAR,GUJARAT"
BPKA,BHOPALKA,2,"JAMNAGAR,GUJARAT"
KRGA,KURANGA,2,"JAMNAGAR,GUJARAT"
GRJA,GORINJA,2,"KHAMBHALIA-DWARKA (SH 6),GUJARAT"
VTJ,VARTEJ,2,"BHAVNAGAR,GUJARAT"
SOA,SANOSRA,2,"STATE HIGHWAY 25,GUJARAT"
UJ,UJALVAV,2,"STATE HIGHWAY 31,GUJARAT"
ALMR,ALAMPUR,2,"STATE HIGHWAY 31,GUJARAT"
NGA,NINGALA,2,"STATE HIGHWAY 117,GUJARAT"
LTD,LATHIDAD,2,"TAJPAR RD,GUJARAT"
KDI,KUNDLI,2,"STATE HIGHWAY 38,GUJARAT"
CDA,CHUDA,2,"STATE HIGHWAY 38,GUJARAT"
SRGT,SURENDRANAGAR GATE,1,"SURENDRANAGAR,GUJARAT"
VQD,VIRAMDAD,2,"KHAMBHALIA-DWARKA (SH 6),GUJARAT"
OKD,OKHA MADHI,2,"NH 8E, OKHAMADHI,GUJARAT"
MES,MADURAI EAST,1,"KAMARAJAPURAM RD, KAMARAJAPURAM, BALARANGAPURAM, MADURAI,TAMIL NADU"
ILA,SILAIMAN,2,"SILAIMAN RAILWAY STATION,TAMIL NADU"
TPC,TIRUPPACHETTI,2,"RAMNAD MAIN RD, THIRUPPACHETHI,TAMIL NADU"
RAGM,RAJAGAMBIRAM,1,"RAJAGAMBIRAM,TAMIL NADU"
SUX,SUDIYUR,2,"MADURAI-RAMESHWARAM RD,TAMIL NADU"
SQD,SATTIRAKKUDI,2,"RAMANATHAPURAM,TAMIL NADU"
MC,MANDAPAM CAMP,1,"MANDAPAM CAMP, NATIONAL HIGHWAY 49, MANDAPAM,TAMIL NADU"
MTNL,MUTTARASANALLUR,1,"NAGAPPATTINAM - GUNDLUPET ROAD(VANDIKARA STREET), MUTTARASANALLUR PH.NO. 0431-2685018,TAMIL NADU"
MKY,MEKKUDI,1,"MEKKUDI,TAMIL NADU"
EL,ELAMANUR,1,"NH 67,ELAMANUR PH.NO . 0431-2614827,TAMIL NADU"
PGN,PERUGAMANI,1,"ANDANALLUR,TIRUCHIRAPPALLI DISTRICT, PERUGAMANI PH.NO.0431-2614828,TAMIL NADU"
MUQ,MARUDUR,1,"MARUDUR,TAMIL NADU"
TIC,TIMMACHIPURAM,2,"KARUR,TAMIL NADU"
LP,LALAPET,1,"LALAPET PH.NO. 04323-242280,TAMIL NADU"
SEV,SITHALAVAI,2,"SITHALAVAI,TAMIL NADU"
MYU,MAYANOOR,2,"NH 67,TAMIL NADU"
VRQ,VIRARAKKIYAM,2,"NH 67, VERARAKIYAM,TAMIL NADU"
PAS,PASUR,1,"PASUR PH.NO . 0424-2351571,TAMIL NADU"
CQL,CHIRAKKAL,2,"KANNUR DISTRICT,KERALA"
PPNS,PAPPINISSERI,2,"PAPPINISSERI, KANNUR DISTRICT,KERALA"
CDRA,CHANDERA,2,"KASARAGOD,KERALA"
KLAD,KALANAD HALT,2,"KIZHUR, CHANDRAGIRI, KASARAGOD,KERALA"
TKOT,TOKKOTTU,1,"TOKKOTTU,KARNATAKA"
MAEL,MAEL,2,"MAEL RAILWAY STATION,JHARKHAND"
BRKP,BARKIPONA,2,"NH 23, BARKIPONA, RAHMAT NAGAR, CHITARPUR,JHARKHAND"
HRBR,HARUBERA,2,"RAMGARH BYPASS,JHARKHAND"
SND,SONDIMRA,2,"GOLA RD,WEST BENGAL"
BLNG,BARLANGA,2,"GOLA RD, BARLANGA, DIST. RAMGARH, 829110,JHARKHAND"
GUG,GARH JAIPUR,1,"SH 2, JAIPUR,WEST BENGAL"
CAS,CHAS ROAD,1,"NATIONAL HIGHWAY 32,WEST BENGAL"
GTD,GOURINATHDHAM,1,"NATIONAL HIGHWAY 32, KALIDASDI, DIST - PURULIA 723201,WEST BENGAL"
CHRA,CHHARRA,2,"STATION ROAD, P.O. - CHHARRAH, DIST - PURULIA 723147,WEST BENGAL"
KSU,KUSTAUR,3,"KUSTAUR STATION, ASANSOL - PURULIA ROAD, DIST - PURULIA,WEST BENGAL"
BGA,BAGALIA,2,"BAGALIA STATION ROAD, DIST - PURULIA 723126,WEST BENGAL"
GRB,GARHDHRUBESWAR,2,"DURGAPUR- PURULIA ROAD, SHANKA, DIST - PURULIA,WEST BENGAL"
KRW,KHARWA,2,"AJMER,RAJASTHAN"
KNF,KHANUDIH,2,"BOKARO,JHARKHAND"
KHRI,KHARKHARI,2,"NAWGARH ROAD, NAWAGARH,JHARKHAND"
MLQ,MALKERA JUNCTION,2,"NATIONAL HIGHWAY 32,JHARKHAND"
LYD,LAYABAD,2,"LOYABAD,JHARKHAND"
KRKN,KARKEND,2,"KARKEND,JHARKHAND"
JBO,JAMADOBA HALT,1,"JHARIA MAIN RD, JHARIA,JHARKHAND"
BCB,BHOWRA JUNCTION,2,"RCA SCHOOL RD, KUSTORE,JHARKHAND"
TAO,TAMNA,2,"NATIONAL HIGHWAY 32,WEST BENGAL"
KTD,KANTADIH,2,"NATIONAL HIGHWAY 32,WEST BENGAL"
URMA,URMA,2,"NH 32, CHHOTA URMA, DIST - PURULIA 723143,WEST BENGAL"
BRMD,BIRAMDIH,2,"NATIONAL HIGHWAY 32,WEST BENGAL"
NIM,NIMDIH,2,"NATIONAL HIGHWAY 32,JHARKHAND"
MIK,MANIKUL,2,"MANIKUL STATION, SERAIKELA KHARSAWAN, JHARKHAND 832401,JHARKHAND"
